Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,31,8.1,74
LEGO The Hobbit,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0,0.02,0.24,,,,
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,5.6,86
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.11,0,0.02,0.23,,,,
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82,5,8.6,42
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,,,,
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,4.1,20
LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0,0.02,0.22,,,7.8,11
Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,82,24,8.4,125
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,71,13,6.7,166
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.08,0,0.02,0.22,,,,
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58,28,6.8,56
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0,0.02,0.22,62,11,7.3,44
The Crew,X360,2014,Racing,Ubisoft,0.06,0.14,0,0.02,0.22,,,6.4,94
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.03,0.21,,,,
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72,35,8.4,77
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,83,6,8.4,259
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.21,53,9,6.8,53
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,74,5,7.9,29
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73,28,7.4,133
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.07,0,0.02,0.2,,,6.4,7
Sleeping Dogs,XOne,2014,Action,Square Enix,0.1,0.09,0,0.02,0.2,,,,
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.03,0.19,53,40,5.9,230
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.01,0.19,85,48,8.6,1739
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.06,0,0.03,0.19,,,,
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19,,,,
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.13,0.01,0.19,80,23,7.3,73
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe,0,0.16,0,0.03,0.19,47,19,4.1,18
Phantasy Star Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,0.19,,,,
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19,74,19,7,47
Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,,,,
Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.1,0,0.07,0.02,0.18,,,,
How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit,0.04,0.13,0,0.01,0.18,,,,
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18,58,6,8.3,28
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60,19,7.4,58
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,73,28,6.4,26
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.09,0.01,0.03,0.18,75,35,6.8,62
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.01,0.17,91,36,7.1,2318
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,73,26,7,151
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,81,50,8.7,140
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014,Action,Nippon Columbia,0,0,0.17,0,0.17,,,,
How to Train Your Dragon 2,X360,2014,Adventure,Little Orbit,0.05,0.1,0,0.01,0.17,,,2.9,7
Dragon Quest X,3DS,2014,Role-Playing,Square Enix,0,0,0.17,0,0.17,,,,
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.02,0.17,65,4,5.1,14
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,,,
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0,0.09,0.01,0.16,66,13,8.2,29
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0,0.01,0.16,51,17,7,130
The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16,71,12,6.4,463
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02,0.16,,,,
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0,0.01,0.16,,,,
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67,23,7.8,49
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.06,0,0.01,0.16,,,,
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.01,0.16,82,52,7.4,965
Harvest Moon: The Lost Valley,3DS,2014,Simulation,Natsume,0.13,0.01,0,0.02,0.16,,,,
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,,,,
Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,
LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.03,0.15,,,2.5,13
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,78,26,8,84
Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90,4,7.8,71
Yakuza: Ishin,PS4,2014,Action,Sega,0,0,0.15,0,0.15,,,,
Derby Stallion Gold,3DS,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14,,,,
Alien: Isolation,PC,2014,Shooter,Sega,0,0.14,0,0.01,0.14,81,41,8.4,1588
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14,,,,
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.14,79,9,7.3,65
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,,,6.8,29
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14,,,,
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0,0.03,0.14,87,8,8.4,159
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55
Shining Resonance,PS3,2014,Role-Playing,Sega,0,0,0.14,0,0.14,,,,
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,0,0.13,0,0.14,84,38,8.1,85
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13,,,,
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0,0.08,0.01,0.13,75,7,8.5,28
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,,,,
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,6.4,162
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25
Under Night In-Birth,PS3,2014,Fighting,Nippon Ichi Software,0.06,0.01,0.04,0.02,0.13,,,,
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,7.1,36
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0,0.12,,,,
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,0.12,,,,
Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0,0.01,0.02,0.12,,,,
Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,
Love Live! School Idol Paradise,PSV,2014,Misc,Kadokawa Games,0,0,0.12,0,0.12,,,,
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0,0.01,0.12,75,51,7,351
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70,19,8.2,27
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0,0.11,,,,
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71,20,6.8,44
Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0,0,0.11,0,0.11,,,,
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11,67,58,7.6,226
Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.04,0.01,0.02,0.11,,,,
MotoGP 14 ,PS3,2014,Racing,Milestone S.r.l.,0.05,0.05,0,0.02,0.11,,,,
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,0.11,,,,
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0,0,0.11,0,0.11,76,5,8.6,18
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.02,0.11,67,7,4.6,20
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0,0,0.03,0.11,68,6,7,25
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,,,,
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,0.04,0.06,0.01,0.11,66,7,7.5,54
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.01,0.11,60,7,6.5,10
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56,13,3.4,46
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0,0,0.1,0,0.1,,,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0,0.02,0.1,,,,
Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,,,,
Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0,0.01,0.1,,,7.2,57
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0,0.1,,,,
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0,0.01,0.1,,,,
The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.07,0,0.01,0.02,0.1,,,,
Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0,0.03,0.02,0.1,,,,
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,31,6,79
F1 2014,PC,2014,Racing,Codemasters,0,0.09,0,0.01,0.1,61,20,4.8,65
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.01,0.06,0.01,0.1,,,,
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.06,0.01,0.1,66,25,7.3,24
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0,0.01,0.1,,,,
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,0.1,0,0.1,,,,
The Voice,WiiU,2014,Action,Activision,0.08,0,0,0.01,0.1,,,,
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0,0.02,0.09,59,11,6.3,4
Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.08,0,0.01,0.09,,,,
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0,0,0.09,0,0.09,,,,
Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0,0.08,0,0.01,0.09,,,,
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0,0.02,0.09,49,12,5.8,32
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0,0.02,0.09,43,46,4.5,84
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0,0.01,0.09,70,22,7.8,239
The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.02,0,0.02,0.09,,,8.2,48
Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09,,,,
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0,0.01,0.09,75,15,6,56
Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0,0.08,0,0,0.09,65,49,5.7,822
Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,0.09,0,0.09,,,,
Just Dance Wii U,WiiU,2014,Misc,Nintendo,0,0,0.09,0,0.09,,,,
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01,0.09,74,40,6.7,128
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0,0.01,0.08,47,4,4.9,7
The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08,,,,
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08,66,11,6.3,67
MotoGP 14 ,X360,2014,Racing,Milestone S.r.l.,0.04,0.03,0,0.01,0.08,,,,
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0,0.07,0,0,0.08,65,5,5.6,8
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.05,0,0.01,0.08,36,8,3.7,77
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.06,0.01,0,0.01,0.08,85,15,7.4,35
Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08,,,,
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0,0.01,0.08,60,6,,
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72,28,8.3,35
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08,63,13,6.1,10
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.08,,,8.5,82
Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0,0,0.08,0,0.08,,,,
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.07,71,18,7.3,27
Medabots 8,3DS,2014,Role-Playing,Rocket Company,0,0,0.07,0,0.07,,,,
Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0,0.01,0.07,40,25,3.5,51
Hero Bank,3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07,,,,
Hyperdimension Neptunia Re;Birth 3,PSV,2014,Action,Idea Factory International,0.04,0.02,0,0.02,0.07,,,,
Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.07,32,12,3.8,74
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,7.8,108
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07,,,,
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,0.07,,,7,7
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0,0.03,0.01,0.07,,,7.8,28
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,7,16
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,72,20,8.5,22
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07,58,10,6.8,15
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0,0,0.07,0,0.07,,,,
Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07,,,,
Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0,0,0.07,0,0.07,,,,
Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,Focus Home Interactive,0.03,0.03,0,0.01,0.07,,,,
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07,53,17,5.1,44
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,83,4,7.9,47
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0,0.01,0.07,,,7,9
Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,,,,
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07,51,4,,
12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0,0,0.07,0,0.07,,,,
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60,7,7.5,29
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0,0,0.07,0,0.07,,,,
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,44,8,4.4,69
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0,0.06,70,9,7.9,14
Bullet Girls,PSV,2014,Action,D3Publisher,0,0,0.06,0,0.06,,,,
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,66,11,7.8,43
The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,0.03,0.03,0,0.01,0.06,,,,
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,82,8,5.8,173
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0,0.06,,,6.8,21
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0,0,0.06,0,0.06,65,4,,
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.06,68,7,6.8,33
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,48,10,4.8,14
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0,0.01,0.06,,,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,,,5.7,10
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,0.06,0,0.06,,,,
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,,,,
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4
Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,0.03,0.02,0,0,0.06,,,,
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,71,4,7.2,9
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06,,,,
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,379
Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0,0,0.05,0,0.05,,,,
Winning Post 8 ,PS3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05,,,,
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.03,0.02,0,0,0.05,,,,
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,
Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0,0.05,0,0,0.05,,,,
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,,,8.1,17
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451
LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.05,0,0,0.05,68,6,,
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0,0,0.05,0,0.05,,,,
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0,0,0.05,0,0.05,,,,
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,50,20,5.3,43
Hero Bank 2,3DS,2014,Role-Playing,Sega,0,0,0.05,0,0.05,,,,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0,0,0.05,0,0.05,,,,
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,
Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,
Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,
Hyperdimension Neptunia mk2,PSV,2014,Action,Compile Heart,0,0,0.04,0,0.04,,,,
Puyo Puyo Tetris,PS3,2014,Puzzle,Sega,0,0,0.04,0,0.04,,,,
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.04,0,0,0.04,,,,
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,,,8.4,29
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0,0,0.04,0,0.04,,,,
Amagami,PSV,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04,,,,
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0,0.02,0.01,0.04,,,,
Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,0.04,84,5,7.7,29
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0,0,0.04,0,0.04,,,,
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,,,,
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04,,,,
